Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude
ITIL 4 Foundation - Pro  2 Days Training in Melbourne,2024-12-09,09:00,For venue details reach us at info@academyforpros.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.ca/e/itil-4-foundation-pro-2-days-training-in-melbourne-tickets-835555066697?aff=ebdssbdestsearch,-37.8152065,144.963937
Microsoft Project 2 Days Training in Melbourne,2024-12-09,09:00,"For venue details reach us at info@mangates.com, PH: + 61(0) 2 80155605","Melbourne Melbourne, VIC",https://www.eventbrite.com/e/microsoft-project-2-days-training-in-melbourne-tickets-890141506207?aff=ebdssbdestsearch,-37.8136276,144.9630576
"BC #436 (Duowe, Moovin, Dan.B)",2024-12-09,08:00,onesixone,"161 High Street Prahran, VIC 3181",https://www.eventbrite.com.au/e/bc-436-duowe-moovin-danb-tickets-1097646884379?aff=ebdssbdestsearch,-37.85173229999999,144.9936589
AgileScrum Foundation  2 Days Training in Melbourne,2024-12-09,09:00,For venue details reach us at info@academyforpros.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.ca/e/agilescrum-foundation-2-days-training-in-melbourne-tickets-835629950677?aff=ebdssbdestsearch,-37.8152065,144.963937
Xmas Toddler and Preschool Art in Williamstown,2024-12-09,10:30,Williamstown Library,"104 Ferguson Street Williamstown, VIC 3016",https://www.eventbrite.com.au/e/xmas-toddler-and-preschool-art-in-williamstown-tickets-1039841121787?aff=ebdssbdestsearch,-37.85832,144.8961172
Dec13party,2024-12-09,10:00,Coburg,"73Coburg Melb, VIC 3089",https://www.eventbrite.com/e/dec13party-tickets-1077980882839?aff=ebdssbdestsearch,-37.6666174,145.1541397
"‘Social Sanctuary’ with Bec Sykes, Elaura & Pia + Anna Schneider (solo)",2024-12-09,19:00,Northcote Social Club,"301 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1039015651355995/,-37.771471,144.998414
Power BI Dashboard and Data Analysis 2 Days Training in Melbourne,2024-12-09,09:00,For venue details reach us at info@academyforpros.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.ca/e/power-bi-dashboard-and-data-analysis-2-days-training-in-melbourne-tickets-834700179707?aff=ebdssbdestsearch,-37.8152065,144.963937
Sound healing and Relaxation,2024-12-09,19:00,8 May Rd,"8 May Road Lalor, VIC 3075",https://www.eventbrite.com/e/sound-healing-and-relaxation-tickets-1092391936689?aff=ebdssbdestsearch,-37.6725808,145.0178349
DASA - DevOps Product Owner 2 Days Training in Melbourne,2024-12-09,09:00,For venue details reach us at info@academyforpros.com,"PH: + 61(0) 2 80155605 Melbourne, VIC 3000",https://www.eventbrite.ca/e/dasa-devops-product-owner-2-days-training-in-melbourne-tickets-835575949157?aff=ebdssbdestsearch,-37.8152065,144.963937
Funny Near The Brunny! - Free Live Comedy Every Monday,2024-12-09,00:00,Bergy Bandroom,"64 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/1068456871671985/?event_time_id=1068457738338565,-37.776327,144.9607158
Össur Mobility Clinic on the Green - Melbourne,2024-12-09,9:00,The Metropolitan Golf Club,"Golf Road Oakleigh South, VIC 3167",https://www.eventbrite.com.au/e/ossur-mobility-clinic-on-the-green-melbourne-tickets-883117246457?aff=ebdssbdestsearch,-37.9155531,145.0885854
Rowena Wise - Mondays in December at the Merri Creek Tavern,2024-12-09,20:00,The Merri Creek Tavern,"111 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/448372538303118/,-37.7794356,144.996838
Sound Bath in  a Stunning Heritage Building,2024-12-10,19:00,1/139 Nelson Pl,"139 Nelson Place #1 Williamstown, VIC 3016",https://www.eventbrite.com.au/e/sound-bath-in-a-stunning-heritage-building-tickets-1070107724009?aff=ebdssbdestsearch,-37.86339359999999,144.9046939
Melbourne Networking Function and Ethical Trade Reporting Update,2024-12-10,18:00,The Wharf Hotel Melbourne,"38 Siddeley Street #18 Docklands, VIC 3008",https://www.eventbrite.com.au/e/melbourne-networking-function-and-ethical-trade-reporting-update-tickets-1068452172209?aff=ebdssbdestsearch,-37.8224526,144.9538758
Santa Claus is Coming to Town,2024-12-10,0:00,The Clocktower Centre,"750 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",https://www.facebook.com/events/968126904794102/,-37.7656716,144.9248037207342
Harnessing AI for Marketing Innovation | Melbourne,2024-12-10,16:00,Melbourne,"Online Event Melbourne, VIC 3000",https://www.eventbrite.com.au/e/harnessing-ai-for-marketing-innovation-melbourne-tickets-1052300297517?aff=ebdssbdestsearch,-37.8152065,144.963937
DPR - The Dream Reborn Tour 2024,2024-12-10,19:00,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/443224371939943/,-37.8098193,144.9508057
Condensed Milk Tuesdays,2024-12-10,00:00,Section 8,"27-29 Tattersalls Ln, Melbourne VIC 3000, Australia",https://www.facebook.com/events/3806429379629971/?event_time_id=3806429496296626,-37.8117457,144.965405
Small Group Breathwork Journey,2024-12-10,19:00,Merkaba Studio,"15 Mills Street Cheltenham, VIC 3192",https://www.eventbrite.com.au/e/small-group-breathwork-journey-tickets-1036569416027?aff=ebdssbdestsearch,-37.9560125,145.0740554
Xmas Kids Art Fun in Williamstown,2024-12-10,10:00,82-84 Ferguson St,"82-84 Ferguson Street Williamstown, VIC 3016",https://www.eventbrite.com.au/e/xmas-kids-art-fun-in-williamstown-tickets-1039842265207?aff=ebdssbdestsearch,-37.8586804,144.8974969
Beginners Contemporary Dance (Taster Class),2024-12-10,06:30,Transit Dance Studio,"64 Dawson Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/beginners-contemporary-dance-taster-class-tickets-1092215057639?aff=ebdssbdestsearch,-37.7701752,144.9559255
A Toast to 2024: Celebrating Our Favourite Wines of the Year,2024-12-10,17:00,The Vincent Wine Shop,"111 Victoria Avenue Albert Park, VIC 3206",https://www.eventbrite.com/e/a-toast-to-2024-celebrating-our-favourite-wines-of-the-year-tickets-1095787181959?aff=ebdssbdestsearch,-37.8450628,144.9508168
"Off the Record, with Cameron Hurst",2024-12-10,06:30,69 Capel St,"69 Capel Street West Melbourne, VIC 3003",https://www.eventbrite.com/e/off-the-record-with-cameron-hurst-tickets-1096855477259?aff=ebdssbdestsearch,-37.8065292,144.9547461
Comedy Centric Christmas Special,2024-12-10,06:30,level 25/25 Downie St,"25 Downie Street #level 25 Melbourne, VIC 3004",https://www.eventbrite.com.au/e/comedy-centric-christmas-special-tickets-1061699544919?aff=ebdssbdestsearch,-37.8202336,144.9555669
Church Growth International Conference Australia 2024,2024-12-10,10:00,215 Little Collins St,"215 Little Collins Street Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/church-growth-international-conference-australia-2024-tickets-874160707207?aff=ebdssbdestsearch,-37.8143634,144.9668522
"CAPM Melbourne, VIC In-Person Class",2024-12-10,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/capm-melbourne-vic-in-person-class-tickets-878704868917?aff=ebdssbdestsearch,-37.8138656,144.9695281
Brava  Women Networking IN PERSON December 10th 2024 - Brighton,2024-12-10,12:00,The Deck  Brighton,"212 Bay Street Brighton, VIC 3186",https://www.eventbrite.com.au/e/brava-women-networking-in-person-december-10th-2024-brighton-tickets-853426009167?aff=ebdssbdestsearch,-37.9052818,144.999296
Sunset Kayak Tour| Melbourne Working Holiday Girls,2024-12-10,06:30,1 Boathouse Dr,"1 Boathouse Drive Melbourne, VIC 3004",https://www.eventbrite.com.au/e/sunset-kayak-tour-melbourne-working-holiday-girls-tickets-1086491969729?aff=ebdssbdestsearch,-37.8197779,144.971595
BOTTOMLESS SAKE DINNER,2024-12-10,19:00,Sakedokoro Namara,"360 Victoria Street North Melbourne, VIC 3051",https://www.eventbrite.com.au/e/bottomless-sake-dinner-tickets-1071509145699?aff=ebdssbdestsearch,-37.80549,144.9543455
December 10th 2024 In Person BNI Melbourne City Corporate Networking Event,2024-12-10,06:45,Rendezvous Hotel Melbourne,"328 Flinders Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/december-10th-2024-in-person-bni-melbourne-city-corporate-networking-event-tickets-952432028837?aff=ebdssbdestsearch,-37.81831330000001,144.9636251
In-Person LSSBB Exam Prep Course in Melbourne,2024-12-10,09:00,120 Collins St,"120 Collins Street Levels 31 & 50/120 Collins St Melbourne, VIC 3000",https://www.eventbrite.com/e/in-person-lssbb-exam-prep-course-in-melbourne-tickets-945850944637?aff=ebdssbdestsearch,-37.8138656,144.9695281
CME X Protagonist x Kitchen: Christmas Party,2024-12-10,16:00,St Kilda Sports Club,"66 Fitzroy Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/cme-x-protagonist-x-kitchen-christmas-party-tickets-1066516683109?aff=ebdssbdestsearch,-37.8586547,144.9780845
St Kilda Summer Singles - Ages 25-40 ish!,2024-12-11,19:00,Jekyll & Hyde,"175 Acland Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/st-kilda-summer-singles-ages-25-40-ish-tickets-1085004189739?aff=ebdssbdestsearch,-37.8694465,144.9802119
Speed Dating Melbourne | In-Person | Cityswoon | Ages  30-45,2024-12-11,19:00,"Public House Richmond,","433-435 Church St Richmond Melbourne, VIC 3121",https://www.eventbrite.com.au/e/speed-dating-melbourne-in-person-cityswoon-ages-30-45-tickets-1056242131649?aff=ebdssbdestsearch,-37.8262058,144.9981095
Pop-up Christmas kids event in Altona!,2024-12-11,11:00,Bezirk Cafe,"1A Millers Road Altona, VIC 3018",https://www.eventbrite.com.au/e/pop-up-christmas-kids-event-in-altona-tickets-1039877891767?aff=ebdssbdestsearch,-37.8707121,144.8379658
Positive Workplace Behaviour  - Lunch & Learn Aug 2023,2024-12-11,12:00,Online,Melbourne Melbourne,https://www.eventbrite.com.au/e/positive-workplace-behaviour-lunch-learn-aug-2023-tickets-1008858652387?aff=ebdssbdestsearch,-37.8136276,144.9630576
Artificial Intelligence / Machine Learning 3 Days Workshop in Melbourne,2024-12-11,09:00,"For venue details reach us at info@mangates.com, PH: + 61(0) 2 80155605","Melbourne Melbourne, VIC",https://www.eventbrite.com/e/artificial-intelligence-machine-learning-3-days-workshop-in-melbourne-tickets-883117637627?aff=ebdssbdestsearch,-37.8136276,144.9630576
Mums Business Networking Coffee,2024-12-11,10:00,Stables Provedore Cafe,"71 Stables Circuit Doncaster, VIC 3108",https://www.eventbrite.com/e/mums-business-networking-coffee-tickets-1094837190509?aff=ebdssbdestsearch,-37.7868438,145.1152173
Liner Shipping Game™ Industry Networking Workshop,2024-12-11,12:30,GHD OFFICES,"180 Lonsdale Street Level 9 Melbourne, VIC 3000",https://www.eventbrite.com.au/e/liner-shipping-gametm-industry-networking-workshop-tickets-1066404938879?aff=ebdssbdestsearch,-37.8106946,144.9667461
(SOLD OUT) SINGSONGS: Christmas Edition Second Show,2024-12-11,0:00,arcobar heatherton,"8 Arco Ln, Heatherton VIC 3202, Australia",https://www.facebook.com/events/1272654983734462/,-37.94673685,145.07837928457485
Hänsel und Gretel,2024-12-11,19:00,"Union Theatre, Arts and Cultural Building, The University of Melbourne, Parkville","761 Swanston Street Parkville, VIC 3052",https://www.eventbrite.com.au/e/hansel-und-gretel-tickets-940706748207?aff=ebdssbdestsearch,-37.7985202,144.9634563
Pop Icon Dance / Oh Santa! (Christmas Dance Class),2024-12-11,19:00,Transit Dance Studio,"64 Dawson Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/pop-icon-dance-oh-santa-christmas-dance-class-tickets-1091859353719?aff=ebdssbdestsearch,-37.7701752,144.9559255
Learn to Sew - PJ's,2024-12-11,18:00,Sew This Pattern Sewing Studio,"26 Horne Street Elsternwick, VIC 3185",https://www.eventbrite.com.au/e/learn-to-sew-pjs-tickets-1078798678889?aff=ebdssbdestsearch,-37.885246,145.0001915
"Cripps & Curnow LIVE at Shoppingtown Hotel, Doncaster!",2024-12-11,19:00,Shoppingtown Hotel,"19 Williamsons Road Doncaster, VIC 3108",https://www.eventbrite.com.au/e/cripps-curnow-live-at-shoppingtown-hotel-doncaster-tickets-1075300495729?aff=ebdssbdestsearch,-37.7851283,145.1227497
Melbourne speed dating for ages 26-44 by Cheeky Events Australia.,2024-12-11,19:00,The Collection Bar,"328 Bridge Road Richmond Melbourne, VIC 3121",https://www.eventbrite.com.au/e/melbourne-speed-dating-for-ages-26-44-by-cheeky-events-australia-tickets-1064083184449?aff=ebdssbdestsearch,-37.8190331,145.0022424
Electric & Four Loko Presents Summer Never Sleeps with Liam Fitzgerald,2024-12-11,19:00,Electric Bar,"265-267 Chapel st Prahran, VIC 3181",https://www.eventbrite.com.au/e/electric-four-loko-presents-summer-never-sleeps-with-liam-fitzgerald-tickets-1096876851189?aff=ebdssbdestsearch,-37.8491548,144.9935126
Construction Industry- Meet Up (Melb)- December,2024-12-11,16:30,340-344 Victoria St,"340-344 Victoria Street Richmond, VIC 3121",https://www.eventbrite.com.au/e/construction-industry-meet-up-melb-december-registration-1013439824797?aff=ebdssbdestsearch,-37.8109316,145.0027755
Meditation and Mindfulness Session - Learn to Love Yourself,2024-12-11,19:00,"Oracle of Crystals, 228 Glenferrie Road, Malvern VIC, Australia","228 Glenferrie Road Malvern, VIC 3144",https://www.eventbrite.com.au/e/meditation-and-mindfulness-session-learn-to-love-yourself-tickets-1046611562357?aff=ebdssbdestsearch,-37.8585334,145.0292064
"Next stop, creativity",2024-12-11,10:00,Deakin Burwood Corporate Centre (BCC),"221 Burwood Highway Burwood, VIC 3125",https://www.eventbrite.com.au/e/next-stop-creativity-tickets-1085075783879?aff=ebdssbdestsearch,-37.8493578,145.1148984
Sound Healing - Heart Space. Release the year - Sound Bath with Romy,2024-12-11,19:30,Private Studio in St Kilda East (see email for address),"Alma Road St Kilda East, VIC 3183",https://www.eventbrite.com.au/e/sound-healing-heart-space-release-the-year-sound-bath-with-romy-tickets-1076341559579?aff=ebdssbdestsearch,-37.8626178,145.0005983
Hansel and Gretel for Schools and Families,2024-12-11,11:00,"Union Theatre, Arts and Cultural Building, The University of Melbourne, Parkville","761 Swanston Street Parkville, VIC 3052",https://www.eventbrite.com.au/e/hansel-and-gretel-for-schools-and-families-tickets-940702385157?aff=ebdssbdestsearch,-37.7985202,144.9634563
Mikelangelo + Anushka in the Woods ,2024-12-11,00:00,Open Studio,"204 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/489326527495571/,-37.7742382,144.9981587
GAGTIME AT RAGTIME - Comedy Night,2024-12-11,20:00,Ragtime Tavern,"206 Tyler St, Preston VIC 3072, Australia",https://www.facebook.com/events/943040384351585/,-37.7310367,145.0142411
PLAY: Magicians at Work,2024-12-11,0:00,Arts Centre Melbourne,"100 St Kilda Rd, Southbank VIC 3004, Australia",https://www.facebook.com/events/7955852801173144/,-37.8216405,144.9683143
CHOOF & SATANIC DOG CUNTS,2024-12-11,19:00,The Last Chance,"238 Victoria St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/555497527431855/,-37.8059962,144.9585654
The Harmonix Experience,2024-12-11,18:00,Bird's Basement,"11 Singers Ln, Melbourne VIC 3000, Australia",https://www.facebook.com/events/385777254500813/,-37.81114416,144.95680390283175
In Conversation with United Visual Artists,2024-12-11,10:00,130 Swanston St,"130 Swanston Street Melbourne, VIC 3000",https://www.eventbrite.com/e/in-conversation-with-united-visual-artists-tickets-999217665937?aff=ebdssbdestsearch,-37.8146168,144.9664898
ONE PIECE - OP-09 PRE-RELEASE - Gameology BRUNSWICK - 11/12/2024,2024-12-11,06:30,Gameology Brunswick,"36 Hope Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/one-piece-op-09-pre-release-gameology-brunswick-11122024-tickets-1052976219217?aff=ebdssbdestsearch,-37.7636924,144.9595539
Adore Händel’s Potpourri - A whimsical variety soiree,2024-12-11,19:00,The Butterfly Club,"5 Carson Place Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/adore-handels-potpourri-a-whimsical-variety-soiree-tickets-1068114050879?aff=ebdssbdestsearch,-37.8154472,144.9652725
Bottomless Evening Soireé,2024-12-11,18:00,"153 Johnston Street, Collingwood VIC, Australia","153 Johnston Street Collingwood, VIC 3066",https://www.eventbrite.com/e/bottomless-evening-soiree-tickets-1093051930749?aff=ebdssbdestsearch,-37.7997248,144.9900509
Christmas Lunch at Overnewton Castle,2024-12-12,12:00,Overnewton Castle,"51 Overnewton Road Keilor, VIC 3036",https://www.eventbrite.com.au/e/christmas-lunch-at-overnewton-castle-tickets-967203139627?aff=ebdssbdestsearch,-37.7048096,144.8209018
✨Compatible Speed Dating with a Chance | Ages 24-31  | Melbourne CBD✨,2024-12-12,20:00,Fable Melbourne,"168 Lonsdale Street Level 13 Melbourne, VIC 3000",https://www.eventbrite.com.au/e/compatible-speed-dating-with-a-chance-ages-24-31-melbourne-cbd-tickets-1092173713979?aff=ebdssbdestsearch,-37.8105688,144.967374
Three Course Christmas Dinner at Overnewton Castle,2024-12-12,19:00,Overnewton Castle,"51 Overnewton Road Keilor, VIC 3036",https://www.eventbrite.com.au/e/three-course-christmas-dinner-at-overnewton-castle-tickets-967216278927?aff=ebdssbdestsearch,-37.7048096,144.8209018
LOVE & FORGETTING – Tales from a Young Mixer,2024-12-12,06:30,1806,"169 Exhibition Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/love-forgetting-tales-from-a-young-mixer-tickets-1081366368919?aff=ebdssbdestsearch,-37.8116478,144.9701118
Blossoming Couture Christmas Bouquet Workshop,2024-12-12,17:00,129 Nicholson St,"129 Nicholson Street Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/blossoming-couture-christmas-bouquet-workshop-tickets-1098440468009?aff=ebdssbdestsearch,-37.7723327,144.9791115
Journey to Wholeness: Gong Sound Healing at Vyve Meditation Centre (EES),2024-12-12,19:00,Vyve Meditation Centre,"266 Bolton Street #1A Eltham, VIC 3095",https://www.eventbrite.com.au/e/journey-to-wholeness-gong-sound-healing-at-vyve-meditation-centre-ees-tickets-1064900589329?aff=ebdssbdestsearch,-37.720178,145.138187
Women Of Westpac Christmas Event,2024-12-12,4:30,150 Collins St,"150 Collins Street Melbourne, VIC 3000",https://www.eventbrite.com/e/women-of-westpac-christmas-event-tickets-1040251228427?aff=ebdssbdestsearch,-37.8164276,144.9630757
Sesame Girl,2024-12-12,19:00,Stay Gold,"133 Sydney Rd Brunswick Melbourne, VIC 3056",https://www.eventbrite.com.au/e/sesame-girl-tickets-1041515319357?aff=ebdssbdestsearch,-37.7743822,144.9606172
Master of Speech Pathology Celebration and Awards Evening 2024,2024-12-12,18:00,Melbourne Business School,"200 Leicester Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/master-of-speech-pathology-celebration-and-awards-evening-2024-tickets-1033125515227?aff=ebdssbdestsearch,-37.801358,144.96116515896085
